lat,lon,year,month,day,hour,minute,second,atrack,xtrack,surf_alt,solar_zenith_angle,solar_azimuth_angle,surf_air_temp_masked,surf_temp_masked,surf_spec_hum_masked,h2o_vap_tot_masked,cloud_liquid_water_masked,atmosphere_mass_content_of_cloud_ice_masked
27.7,19.5,2015.0,5.0,13.0,12.0,0.0,0.0,-1.0,-1.0,,-0.43607509343658185,-0.18620335743804445,0.30824866031621356,0.5000527980204617,0.8553527159768728,0.708175854616666,-0.7337515577737692,-0.6439128445898289
28.9,23.9,2015.0,5.0,13.0,12.0,0.0,0.0,-1.0,-1.0,,-0.6800844472679289,-0.06726596303108437,0.7087848642449006,0.4249461638243885,0.6774949055139942,0.7959817864895059,-0.68647599751944,-0.8746293908220788
29.7,22.6,2015.0,5.0,13.0,12.0,0.0,0.0,-1.0,-1.0,,-0.5822389493766179,-0.2210753535503578,0.7623012767019297,0.3185076354252669,0.8026928544689951,0.6449574551055286,-0.5936761236392539,-0.5415054541137119
30.4,22.8,2015.0,5.0,13.0,12.0,0.0,0.0,-1.0,-1.0,,-0.6154217239799319,-0.36165584585927324,0.8398206870537084,0.4129141623839515,0.7145947651314155,0.6521406430121193,-0.6088135027314369,-0.8068091981005031
30.7,22.0,2015.0,5.0,13.0,12.0,0.0,0.0,-1.0,-1.0,,-0.6685393861864404,-0.2182467499562841,0.5586553795234612,0.1047303212370832,1.0147639521147969,0.9397973459108975,-0.5844479806430308,-0.6714819602106523
31.7,13.1,2015.0,5.0,13.0,12.0,0.0,0.0,-1.0,-1.0,,-0.4478466487360197,-0.3861965417433718,0.30043026941079065,0.3231144500597916,0.7184873478738465,0.6931853740221352,-0.5887030777258123,-0.6344978692978265
31.8,7.1,2015.0,5.0,13.0,12.0,0.0,0.0,-1.0,-1.0,,-0.5098180633330274,-0.2895655620108426,0.4636972698824197,0.2800239442153652,0.7616942474924562,0.8693013564568268,-0.6447101609142215,-0.789853547363423
31.8,10.3,2015.0,5.0,13.0,12.0,0.0,0.0,-1.0,-1.0,,-0.5369940379485767,-0.4312731233368118,0.6449567406745683,0.3563373583159475,0.8454902145189537,0.6482497949079016,-0.6030776354372135,-0.49575875942089775
32.0,17.8,2015.0,5.0,13.0,12.0,0.0,0.0,-1.0,-1.0,,-0.5760031294401513,-0.19570507279491445,0.4873968761920868,0.28683865667940717,0.9827525100162322,0.7304644334491213,-0.6080174066418855,-0.39992762986730884
32.5,-0.2,2015.0,5.0,13.0,12.0,0.0,0.0,-1.0,-1.0,,-0.5083269714205993,-0.19310529826422132,0.5865899441914011,0.24239333961672466,0.8434158298167698,0.5630321747815172,-0.602497234948399,-0.8048071027682484
32.5,18.0,2015.0,5.0,13.0,12.0,0.0,0.0,-1.0,-1.0,,-0.47409887419425933,-0.19541158242716916,0.48037061991050656,0.2401271224878957,0.7936309409679665,0.6979076298935443,-0.5195487891746824,-0.6731574623845101
32.6,19.9,2015.0,5.0,13.0,12.0,0.0,0.0,-1.0,-1.0,,-0.3897190692172628,-0.26350816636504076,0.7897738936731381,-0.019156957606877467,0.5117134744522225,0.7139477114375595,-0.6567373082287019,-0.8390501804918146
32.7,30.0,2015.0,5.0,13.0,12.0,0.0,0.0,-1.0,-1.0,,-0.4892922335917715,-0.25141532839338815,0.6295704177361713,0.32154068116547196,1.0135541683839726,0.4921059881678008,-0.6227791875608802,-0.7224702875173115
32.9,6.9,2015.0,5.0,13.0,12.0,0.0,0.0,-1.0,-1.0,,-0.7236405541623059,-0.43996522565232,0.6771068602269569,0.5678916820384377,0.7716371645522668,0.7769898969296593,-0.8663481351370329,-0.9241708962384362
32.9,8.9,2015.0,5.0,13.0,12.0,0.0,0.0,-1.0,-1.0,,-0.4186354481487212,-0.40122691534908705,0.5078085193290978,0.4925886275757881,0.9434244711021669,0.6732136293671748,-0.5487604988824922,-0.6916431114928875
32.9,11.7,2015.0,5.0,13.0,12.0,0.0,0.0,-1.0,-1.0,,-0.5373584486736022,-0.29896477623539414,0.7865263630214613,0.42734540385031483,0.7578374138080385,0.685780985275018,-0.5951143262290748,-0.5907274008205018
32.9,16.4,2015.0,5.0,13.0,12.0,0.0,0.0,-1.0,-1.0,,-0.47754911886273854,-0.24102959368237742,0.6098226035798225,0.19970740792910896,0.9208720601345244,0.5459824335777326,-0.600487737812264,-0.3824941168196623
33.0,5.3,2015.0,5.0,13.0,12.0,0.0,0.0,-1.0,-1.0,,-0.402575151535102,-0.2119512686554572,0.8103741743586123,0.5080378315116327,0.8574456969844135,0.6054091072610631,-0.5832733546255244,-0.7884567995726541
33.0,6.9,2015.0,5.0,13.0,12.0,0.0,0.0,-1.0,-1.0,,-0.48559195593261906,-0.32939811312965794,0.5188792803192481,0.23796787228925742,0.8313679915669675,0.7443471937449003,-0.6721332142467322,-0.6466646777204561
33.0,19.6,2015.0,5.0,13.0,12.0,0.0,0.0,-1.0,-1.0,,-0.5605979682699953,-0.29036477740440675,0.629515430637441,0.23806208902870082,0.9750010526129836,0.6899058873339994,-0.7059487911840608,-0.3908898338550713
33.0,20.0,2015.0,5.0,13.0,12.0,0.0,0.0,-1.0,-1.0,,-0.5630162316513594,-0.32436905582741316,0.617224895147574,0.41973968759550584,0.7498280535059779,0.8249847075765407,-0.6141647789896018,-0.6890090126038847
33.1,18.0,2015.0,5.0,13.0,12.0,0.0,0.0,-1.0,-1.0,,-0.6953100645290003,-0.30769092731475134,0.726582462548495,0.17661993253815889,0.9537300092476013,0.7923285781476678,-0.5630122707363419,-0.7049113508033262
33.2,15.3,2015.0,5.0,13.0,12.0,0.0,0.0,-1.0,-1.0,,-0.6321909176026543,-0.14071135805246215,0.7427224106964694,0.23748409985189106,0.7434167286097797,0.9803922076769317,-0.644359805942715,-0.8551480268693792
33.2,21.3,2015.0,5.0,13.0,12.0,0.0,0.0,-1.0,-1.0,,-0.579339866589631,-0.23688652881839012,0.6510435959644156,0.292966096207517,0.7111016224404991,0.7350208956502322,-0.6564920690384652,-0.5895614859706217
33.3,16.0,2015.0,5.0,13.0,12.0,0.0,0.0,-1.0,-1.0,,-0.43810084621012957,-0.29414174298686635,0.5963195910894621,0.46013972889068705,0.781410895916441,0.7469870477739697,-0.6826037912432562,-0.9261210743244779
