lat,lon,year,month,day,hour,minute,second,atrack,xtrack,surf_alt,solar_zenith_angle,solar_azimuth_angle,surf_air_temp_masked,surf_temp_masked,surf_spec_hum_masked,h2o_vap_tot_masked,cloud_liquid_water_masked,atmosphere_mass_content_of_cloud_ice_masked
27.7,19.5,2015.0,6.0,25.0,12.0,0.0,0.0,-1.0,-1.0,,0.12199692953311869,-1.2649617562328812,0.6092959061851172,0.5040648449470397,0.4951600616635002,-0.12711233752139073,-0.44511206915403867,-1.4835247329881245
28.9,23.9,2015.0,6.0,25.0,12.0,0.0,0.0,-1.0,-1.0,,-0.1344453599171601,0.35844528046633134,0.29812207318334283,0.48344425268867325,0.26020725756134927,0.6202775248603456,-0.6892529333186427,-0.5289256267894339
29.7,22.6,2015.0,6.0,25.0,12.0,0.0,0.0,-1.0,-1.0,,-0.5920615971407893,-0.4143278768830644,0.951360886248072,0.4873143658922937,0.667548097607246,1.484262868917083,0.5175512388462333,-1.0514273120897095
30.4,22.8,2015.0,6.0,25.0,12.0,0.0,0.0,-1.0,-1.0,,-0.9118475452370499,0.25694187174751776,0.16070128550880824,0.7751299614306525,0.736956580888519,0.979275994768153,-0.6999311305754534,-0.21815245577327536
30.7,22.0,2015.0,6.0,25.0,12.0,0.0,0.0,-1.0,-1.0,,-0.548496340199581,-0.21645162351215755,0.35949876028766076,-0.09850636641344146,0.9949377636015129,1.162794291369955,-0.3830803280086994,-0.167936120582466
31.7,13.1,2015.0,6.0,25.0,12.0,0.0,0.0,-1.0,-1.0,,-0.21237190149791896,0.19277438446888046,0.30564745561898765,0.6007614450377999,1.5153153275888922,0.712059995356843,-0.1993042503273746,-1.0331669627546598
31.8,7.1,2015.0,6.0,25.0,12.0,0.0,0.0,-1.0,-1.0,,-0.9001974885908844,-0.4324181391704265,1.7887349349209853,0.9453588182128525,-0.14572274882490807,1.003875573603112,-0.11560980065889417,-0.24560203995356394
31.8,10.3,2015.0,6.0,25.0,12.0,0.0,0.0,-1.0,-1.0,,0.41938353629092223,0.35639434144424964,0.02863171254421526,0.5254661700794633,0.304737752928528,1.2627790291382308,0.1533804911368279,-0.044036591005390924
32.0,17.8,2015.0,6.0,25.0,12.0,0.0,0.0,-1.0,-1.0,,-0.5548056236751022,-1.2497672450406425,0.5346701441462162,0.5269755965770944,0.762626634692038,0.8011488063122475,-0.1971165508679805,-0.7938056877883434
32.5,-0.2,2015.0,6.0,25.0,12.0,0.0,0.0,-1.0,-1.0,,-0.5270078537556284,0.29500598254953325,0.8283661677174079,-0.38892470301107673,1.738099662537738,0.8842812880873264,-0.26490689740616347,-1.5985861026223076
32.5,18.0,2015.0,6.0,25.0,12.0,0.0,0.0,-1.0,-1.0,,-0.531087688527787,0.3401059603615014,0.8107977552882397,0.4858239272242732,0.2620767263048717,0.9370963460026062,-0.8334035210187722,-0.26761700996518134
32.6,19.9,2015.0,6.0,25.0,12.0,0.0,0.0,-1.0,-1.0,,-0.45573646034956905,-0.15023125932581177,-0.0818016742808616,0.9462294528476048,1.5726255643986167,0.3328074107902233,-0.941451418391209,-0.20429943187812716
32.7,30.0,2015.0,6.0,25.0,12.0,0.0,0.0,-1.0,-1.0,,-1.3027332065965436,-0.9117468027806787,-0.5073794950910326,1.2264161937911775,1.0375468745555678,0.34846164325169526,-0.9170638627648966,-1.0339980959418797
32.9,6.9,2015.0,6.0,25.0,12.0,0.0,0.0,-1.0,-1.0,,-0.14931575173089556,-0.7333316955793368,0.752819407723194,0.8080021499892264,0.37775432117782826,1.8915221115570606,-0.151216243922039,-1.0262762782142236
32.9,8.9,2015.0,6.0,25.0,12.0,0.0,0.0,-1.0,-1.0,,-0.08027162761581563,-0.18543145463849622,1.1859614137106285,1.2916422125070042,1.1609751152114456,0.1101989258921291,-0.13299136097005032,-0.10792738829787007
32.9,11.7,2015.0,6.0,25.0,12.0,0.0,0.0,-1.0,-1.0,,-0.9337033626852023,-0.15723131425836318,0.8045494527928359,0.11579460772120287,-0.10623575858184309,0.8465063730944331,-1.080560815111189,-1.0045657787216562
32.9,16.4,2015.0,6.0,25.0,12.0,0.0,0.0,-1.0,-1.0,,-0.36457040052049006,0.10858955140277851,0.2908130354495396,0.4202564413583927,-0.7944929512749777,0.7032954595023656,0.35696054419787193,-0.07140711528969279
33.0,5.3,2015.0,6.0,25.0,12.0,0.0,0.0,-1.0,-1.0,,-1.0548770892223889,-0.26309479900312316,0.8313674095779977,0.9084994417898393,0.3208001968706231,0.42665643793762364,0.36522419344530443,-0.6841708424919836
33.0,6.9,2015.0,6.0,25.0,12.0,0.0,0.0,-1.0,-1.0,,-0.07578412534464185,0.541486997339161,0.5056460029253886,0.11507692682291665,0.95942737164296,1.4507683067331154,-0.4934508476249597,-0.35808606174155
33.0,19.6,2015.0,6.0,25.0,12.0,0.0,0.0,-1.0,-1.0,,0.18883661493987536,-0.024905495095514027,0.909851393718501,0.6511412571252013,0.18728014412330732,0.9653745496642615,-0.5064318204253224,0.1519798068033753
33.0,20.0,2015.0,6.0,25.0,12.0,0.0,0.0,-1.0,-1.0,,0.058453028942297425,1.0158709069006635,1.6033103864520308,0.8980332193582642,0.6032707095276509,1.1649849756661974,0.38469555768968816,0.5495493474035632
33.1,18.0,2015.0,6.0,25.0,12.0,0.0,0.0,-1.0,-1.0,,-0.29889431754262336,0.06058378632655284,0.5283055529191896,0.3243178746557252,0.41407164590477674,0.6677904243226398,0.24442053839838737,0.07974486335140818
33.2,15.3,2015.0,6.0,25.0,12.0,0.0,0.0,-1.0,-1.0,,-0.5033278402183476,-0.4980528964422755,0.71064780651626,0.6901851269065384,0.4538185565699707,1.012525695974699,-1.1362815891823437,0.3934504276614125
33.2,21.3,2015.0,6.0,25.0,12.0,0.0,0.0,-1.0,-1.0,,0.5210820909080303,0.36517430638891657,0.7777223764981259,0.8469054173154393,0.4030586851070499,1.2978824288715085,-0.5358483887544143,-1.109786974850165
33.3,16.0,2015.0,6.0,25.0,12.0,0.0,0.0,-1.0,-1.0,,-0.4089874273398766,0.5935271043979375,0.9454369017075253,1.309790116024737,0.6184658666700478,0.71785325145541,-0.2303244754087749,-1.2755046730550517
33.3,17.8,2015.0,6.0,25.0,12.0,0.0,0.0,-1.0,-1.0,,-1.4241246310855828,0.15105979780360615,0.9534539273848773,0.14637811532422296,0.028105234113573463,0.847259381601696,-0.1271269214493837,-1.5128077817381058
33.3,19.2,2015.0,6.0,25.0,12.0,0.0,0.0,-1.0,-1.0,,-0.8926230610017538,0.5697694587728487,0.5653671949975769,0.18657509500737768,0.5866819381464263,0.5125618447743202,-0.07657961869443114,-0.9875218118111346
33.4,12.8,2015.0,6.0,25.0,12.0,0.0,0.0,-1.0,-1.0,,-0.17585855745679985,0.7751918778958203,1.165095527215983,-0.16155621108055684,0.907002321045394,0.9056541187857379,-0.07026616079301393,0.18318842941340363
33.4,20.4,2015.0,6.0,25.0,12.0,0.0,0.0,-1.0,-1.0,,0.6891360030867115,-0.27829064617766913,0.9355351533614509,1.3591501615133272,0.7959097946335004,0.602229444280038,0.5780933762983638,-0.018529440931699337
33.4,21.1,2015.0,6.0,25.0,12.0,0.0,0.0,-1.0,-1.0,,-0.3733376149444228,-0.5318573536246851,0.07753386462128783,0.4961169316606024,-0.055331836216693686,0.7682181405077178,-1.1425772725650405,-0.5198265398245615
33.5,5.5,2015.0,6.0,25.0,12.0,0.0,0.0,-1.0,-1.0,,-0.05537673605503779,-0.75498970735702,1.0948302409747657,0.11842822059333113,1.2931314008537178,1.2372291907006523,-0.3661004985461226,-1.152967339398539
33.5,17.3,2015.0,6.0,25.0,12.0,0.0,0.0,-1.0,-1.0,,-0.6867741357065018,0.23496393755452996,0.2984178846158512,0.3899960043019636,0.3265347348455194,0.5887626828429801,-0.1265072396613952,-0.8208143723145412
